id,category,incoming_email,historical_reply,intent,resolution_type,split
E0163,password_reset,"Hi team, how do I reset my account password? I tried the usual link with no luck.","Hello Sam, sorry about that. I've resent the password reset link to your registered email. If it doesn't show up shortly, I can reset it manually from our end.",request help resetting their password,steps_provided,reference
E0102,damaged_product,"Hi, I received my coffee grinder today (order ORD-19838) but it arrived damaged. What are my options?","Hi Omar, I'm sorry to hear the coffee grinder arrived damaged — that's not the experience we want for you. I can send a free replacement or process a full refund for order ORD-19838, whichever you'd prefer.",report that a received product arrived damaged,replacement_or_refund,reference
E0247,subscription_cancellation,"Hello, please cancel my recurring plan effective immediately.","Hi Jordan, I've cancelled your subscription effective immediately. You won't be billed going forward, and you'll retain access until the end of your current billing period.",cancel a recurring subscription,subscription_cancelled,reference
E0119,cancellation,"Hi, I need to cancel order ORD-54548 before it ships. Is that still possible?","Hello Ravi, order ORD-54548 has been successfully cancelled. You won't be charged, and you'll receive a confirmation email shortly.",cancel an order before it ships,order_cancelled,evaluation
E0255,subscription_cancellation,"Hi, I'd like to cancel my subscription. Please make sure I'm not billed again.","Hello Ethan, your subscription has been cancelled as requested. No further charges will be made, and you'll receive a confirmation email shortly.",cancel a recurring subscription,subscription_cancelled,reference
E0387,exchange_request,"Hi team, can I swap the wireless headphones in order ORD-94694 for a different color?","Hello Noah, happy to help with the exchange. I've arranged for a new wireless headphones to be shipped and included a prepaid label for returning the original from order ORD-94694.",exchange a purchased item for a different size or variant,exchange_initiated,reference
E0071,delayed_delivery,"Hello, the running shoes I ordered (ORD-18161) is significantly delayed. Where is it?","Hello Ravi, apologies for the inconvenience. Order ORD-18161 is currently delayed in transit. I've escalated this to our logistics team and will update you as soon as I have a new estimated delivery date.",report that a delivery is delayed and ask for an update,escalation_or_update,evaluation
E0270,subscription_cancellation,"Hello, please cancel my recurring plan effective immediately.","Hello Liam, your subscription has been cancelled as requested. No further charges will be made, and you'll receive a confirmation email shortly.",cancel a recurring subscription,subscription_cancelled,reference
E0181,password_reset,"Hi, I forgot my password and the reset email isn't arriving. Can you help me regain access?","Hi Grace, I've manually triggered a password reset email to the address on file — please check your inbox and spam folder over the next few minutes. Let me know if it still doesn't arrive.",request help resetting their password,steps_provided,reference
E0093,damaged_product,"Hello, the water bottle from order ORD-25814 came with visible damage during shipping. Can you help?","Hello Lucas, apologies for the damage on order ORD-25814. I've started a replacement shipment for you at no extra cost, and you won't need to return the damaged item.",report that a received product arrived damaged,replacement_or_refund,reference
E0013,refund_request,"Hello, I'm not happy with my recent purchase (ORD-44718). I'd like a full refund for the coffee grinder, please.","Hello Sam, I understand the frustration. I've processed a refund request for order ORD-44718. Please allow 5-7 business days for the funds to appear on your original payment method.",request a refund for a purchase,refund_initiated,reference
E0269,subscription_cancellation,"Hello, please cancel my recurring plan effective immediately.","Hello Maria, your subscription has been cancelled as requested. No further charges will be made, and you'll receive a confirmation email shortly.",cancel a recurring subscription,subscription_cancelled,reference
E0009,refund_request,"Hello, I'm not happy with my recent purchase (ORD-97841). I'd like a full refund for the yoga mat, please.","Hello Fatima, I understand the frustration. I've processed a refund request for order ORD-97841. Please allow 5-7 business days for the funds to appear on your original payment method.",request a refund for a purchase,refund_initiated,reference
E0064,delayed_delivery,"Hi team, order ORD-62383 is past its estimated delivery date. Can you look into this?","Hello Liam, apologies for the inconvenience. Order ORD-62383 is currently delayed in transit. I've escalated this to our logistics team and will update you as soon as I have a new estimated delivery date.",report that a delivery is delayed and ask for an update,escalation_or_update,reference
E0254,subscription_cancellation,"Hi team, how do I cancel my subscription before the next billing date?","Hello Sam, your subscription has been cancelled as requested. No further charges will be made, and you'll receive a confirmation email shortly.",cancel a recurring subscription,subscription_cancelled,reference
E0310,complaint,"Hi, I'm really unhappy with the service I received regarding order ORD-28344. This isn't the experience I expected.","Hello Wei, thank you for your patience and for letting us know. I've logged your feedback about order ORD-28344 and escalated it internally so we can prevent this going forward.",voice a general complaint about service or experience,acknowledged_and_escalated,reference
E0303,complaint,"Hello, I want to formally complain about how my recent order (ORD-34906) was handled.","Hi Fatima, I'm sorry to hear about your experience with order ORD-34906 — that falls short of what we aim for. I've escalated this to our support lead and will personally follow up to make sure it's resolved.",voice a general complaint about service or experience,acknowledged_and_escalated,reference
E0263,subscription_cancellation,"Hi, I'd like to cancel my subscription. Please make sure I'm not billed again.","Hi Emma, I've cancelled your subscription effective immediately. You won't be billed going forward, and you'll retain access until the end of your current billing period.",cancel a recurring subscription,subscription_cancelled,reference
E0225,duplicate_charge,"Hello, I see two identical charges of $79.99 on my card for the same laptop stand order. Please help.","Hi Ethan, I'm sorry for the duplicate charge on order ORD-30111. I've confirmed it was billed twice in error and have refunded the extra charge; it should appear in 5-7 business days.",report being charged twice for the same order,duplicate_refunded,reference
E0369,address_change,"Hello, I entered the wrong address on order ORD-95969. Can this be corrected?","Hi Emma, I've updated the shipping address for order ORD-95969. Since it hasn't shipped yet, the new address will be used for delivery.",update or correct a shipping address,address_updated,reference
E0328,technical_support,"Hi, my backpack isn't connecting properly. I've tried restarting it but no luck. Can you help?","Hi Alex, sorry for the trouble. Could you try resetting the backpack by holding the power button for 10 seconds, then reconnecting via Bluetooth? Let me know if that resolves it or if you'd like a video walkthrough.",get help with a technical problem using a product or service,troubleshooting_provided,reference
E0008,refund_request,"Hi, I'd like to request a refund for order ORD-59823. The yoga mat I received doesn't work as expected. Can you help?","Hi Maria, thanks for reaching out. I'm sorry the yoga mat didn't meet your expectations. I've initiated a refund for order ORD-59823; you should see the amount back in your account within 5-7 business days.",request a refund for a purchase,refund_initiated,reference
E0146,account_access,"Hi team, my account seems to have been suspended and I don't know why.","Hi Chloe, sorry for the trouble logging in. I've unlocked your account — please try logging in again, and use the 'Forgot Password' link if you'd like to set a new password.",resolve an issue accessing their account,access_restored_or_steps_provided,evaluation
E0379,exchange_request,"Hi team, can I swap the running shoes in order ORD-10142 for a different color?","Hi Maria, of course! I've started an exchange for order ORD-10142 — a prepaid return label is on its way to your email, and we'll ship the replacement as soon as the original is on its way back to us.",exchange a purchased item for a different size or variant,exchange_initiated,reference
E0377,address_change,"Hi team, please change the delivery address on my order ORD-45916.","Hello Wei, good news — order ORD-45916 hadn't shipped yet, so I was able to update the address as requested.",update or correct a shipping address,address_updated,evaluation
E0218,duplicate_charge,"Hi, I was charged twice for order ORD-62431. Can you refund the duplicate charge?","Hello Ravi, thanks for letting us know. I've verified the duplicate charge and processed a refund for the second charge on order ORD-62431.",report being charged twice for the same order,duplicate_refunded,reference
E0200,billing_issue,"Hello, my invoice for air purifier shows $149.99 but I was expecting a different amount. Can you clarify?","Hello Sofia, I reviewed your billing history and found the discrepancy. I've corrected it on our end and you should see an updated statement within one billing cycle.",resolve a billing discrepancy,billing_corrected_or_explained,reference
E0323,complaint,"Hello, I want to formally complain about how my recent order (ORD-75639) was handled.","Hi Jordan, I'm sorry to hear about your experience with order ORD-75639 — that falls short of what we aim for. I've escalated this to our support lead and will personally follow up to make sure it's resolved.",voice a general complaint about service or experience,acknowledged_and_escalated,reference
E0390,exchange_request,"Hi, I'd like to exchange the running shoes from order ORD-44365 for a different size. How do I do that?","Hi Alex, of course! I've started an exchange for order ORD-44365 — a prepaid return label is on its way to your email, and we'll ship the replacement as soon as the original is on its way back to us.",exchange a purchased item for a different size or variant,exchange_initiated,reference
E0130,cancellation,"Hello, please cancel my order for the blender (ORD-79621). I no longer need it.","Hi Lucas, I've cancelled order ORD-79621 for you. Since it hadn't shipped yet, no charges will be applied and any pending authorization will be released within a few business days.",cancel an order before it ships,order_cancelled,reference
E0182,password_reset,"Hi, I forgot my password and the reset email isn't arriving. Can you help me regain access?","Hi Emma, I've manually triggered a password reset email to the address on file — please check your inbox and spam folder over the next few minutes. Let me know if it still doesn't arrive.",request help resetting their password,steps_provided,evaluation
E0080,delayed_delivery,"Hello, the bluetooth speaker I ordered (ORD-31992) is significantly delayed. Where is it?","Hello Diego, apologies for the inconvenience. Order ORD-31992 is currently delayed in transit. I've escalated this to our logistics team and will update you as soon as I have a new estimated delivery date.",report that a delivery is delayed and ask for an update,escalation_or_update,reference
E0017,refund_request,"Hi team, I purchased a yoga mat on July 6 (order ORD-24621) and would like to return it for a refund.","Hello Aisha, I understand the frustration. I've processed a refund request for order ORD-24621. Please allow 5-7 business days for the funds to appear on your original payment method.",request a refund for a purchase,refund_initiated,evaluation
E0331,technical_support,"Hello, I'm having trouble setting up my blender. The instructions don't seem to match what I'm seeing.","Hi Noah, sorry for the trouble. Could you try resetting the blender by holding the power button for 10 seconds, then reconnecting via Bluetooth? Let me know if that resolves it or if you'd like a video walkthrough.",get help with a technical problem using a product or service,troubleshooting_provided,reference
E0370,address_change,"Hi, I need to update the shipping address for order ORD-98635 before it ships. Can you help?","Hello Lucas, good news — order ORD-98635 hadn't shipped yet, so I was able to update the address as requested.",update or correct a shipping address,address_updated,reference
E0132,cancellation,"Hi, I need to cancel order ORD-70236 before it ships. Is that still possible?","Hello Emma, order ORD-70236 has been successfully cancelled. You won't be charged, and you'll receive a confirmation email shortly.",cancel an order before it ships,order_cancelled,reference
E0015,refund_request,"Hi, I'd like to request a refund for order ORD-30033. The laptop stand I received doesn't work as expected. Can you help?","Hi Maria, thanks for reaching out. I'm sorry the laptop stand didn't meet your expectations. I've initiated a refund for order ORD-30033; you should see the amount back in your account within 5-7 business days.",request a refund for a purchase,refund_initiated,evaluation
E0295,product_information,"Hi, can you tell me more about the running shoes? Specifically, I'd like to know about sizing and materials.","Hi Grace, happy to help! The running shoes comes with a 1-year limited warranty and detailed specs are listed on the product page. Let me know if you have any other questions before ordering.",ask for more information about a product before purchasing,information_provided,reference
E0192,billing_issue,"Hello, my invoice for bluetooth speaker shows $79.99 but I was expecting a different amount. Can you clarify?","Hi Aisha, thanks for flagging this. I looked into order ORD-20682 and the $79.99 charge reflects the item price plus applicable tax. I've attached a breakdown for clarity — let me know if anything still looks off.",resolve a billing discrepancy,billing_corrected_or_explained,reference
E0292,product_information,"Hi, can you tell me more about the coffee grinder? Specifically, I'd like to know about sizing and materials.","Hi Sofia, happy to help! The coffee grinder comes with a 1-year limited warranty and detailed specs are listed on the product page. Let me know if you have any other questions before ordering.",ask for more information about a product before purchasing,information_provided,reference
E0209,billing_issue,"Hi, I noticed a charge on my statement I don't recognize for order ORD-88215. Can you explain this?","Hi Liam, thanks for flagging this. I looked into order ORD-88215 and the $149.00 charge reflects the item price plus applicable tax. I've attached a breakdown for clarity — let me know if anything still looks off.",resolve a billing discrepancy,billing_corrected_or_explained,evaluation
E0336,technical_support,"Hello, I'm having trouble setting up my smart watch. The instructions don't seem to match what I'm seeing.","Hello Aisha, thanks for the details. This is usually caused by outdated firmware — could you update the smart watch's firmware through the companion app and try again?",get help with a technical problem using a product or service,troubleshooting_provided,evaluation
E0266,subscription_cancellation,"Hi team, how do I cancel my subscription before the next billing date?","Hi Diego, I've cancelled your subscription effective immediately. You won't be billed going forward, and you'll retain access until the end of your current billing period.",cancel a recurring subscription,subscription_cancelled,reference
E0097,damaged_product,"Hi, I received my backpack today (order ORD-72746) but it arrived damaged. What are my options?","Hello Liam, apologies for the damage on order ORD-72746. I've started a replacement shipment for you at no extra cost, and you won't need to return the damaged item.",report that a received product arrived damaged,replacement_or_refund,evaluation
E0046,order_status,"Hi, can you tell me the status of my order ORD-81511? I placed it on June 19 and haven't heard anything.","Hi Sam, thanks for checking in. Order ORD-81511 is currently being processed and is on track to ship soon. You'll receive a tracking number by email once it leaves our warehouse.",check the current status of an order,status_provided,reference
E0214,billing_issue,"Hi, I noticed a charge on my statement I don't recognize for order ORD-81567. Can you explain this?","Hi Diego, thanks for flagging this. I looked into order ORD-81567 and the $129.99 charge reflects the item price plus applicable tax. I've attached a breakdown for clarity — let me know if anything still looks off.",resolve a billing discrepancy,billing_corrected_or_explained,reference
E0365,address_change,"Hi, I need to update the shipping address for order ORD-55688 before it ships. Can you help?","Hello Emma, good news — order ORD-55688 hadn't shipped yet, so I was able to update the address as requested.",update or correct a shipping address,address_updated,reference
E0165,password_reset,"Hello, I'd like to reset my password but I'm not receiving the reset link. What can I do?","Hello Diego, sorry about that. I've resent the password reset link to your registered email. If it doesn't show up shortly, I can reset it manually from our end.",request help resetting their password,steps_provided,reference
E0227,duplicate_charge,"Hi, I was charged twice for order ORD-75410. Can you refund the duplicate charge?","Hi Wei, I'm sorry for the duplicate charge on order ORD-75410. I've confirmed it was billed twice in error and have refunded the extra charge; it should appear in 5-7 business days.",report being charged twice for the same order,duplicate_refunded,reference
E0350,technical_support,"Hi team, the app keeps crashing when I try to pair it with my blender.","Hi Aisha, sorry for the trouble. Could you try resetting the blender by holding the power button for 10 seconds, then reconnecting via Bluetooth? Let me know if that resolves it or if you'd like a video walkthrough.",get help with a technical problem using a product or service,troubleshooting_provided,reference
E0069,delayed_delivery,"Hi, my order ORD-45614 was supposed to arrive by June 18 but it still hasn't shown up. Can you check what's going on?","Hello Lucas, apologies for the inconvenience. Order ORD-45614 is currently delayed in transit. I've escalated this to our logistics team and will update you as soon as I have a new estimated delivery date.",report that a delivery is delayed and ask for an update,escalation_or_update,reference
E0362,address_change,"Hi, I need to update the shipping address for order ORD-46025 before it ships. Can you help?","Hello Priya, good news — order ORD-46025 hadn't shipped yet, so I was able to update the address as requested.",update or correct a shipping address,address_updated,reference
E0051,order_status,"Hi, can you tell me the status of my order ORD-50001? I placed it on April 8 and haven't heard anything.","Hello Diego, I checked on order ORD-50001 for you — it's in our fulfillment queue and should ship within 1-2 business days.",check the current status of an order,status_provided,reference
E0252,subscription_cancellation,"Hi, I'd like to cancel my subscription. Please make sure I'm not billed again.","Hi Chloe, I've cancelled your subscription effective immediately. You won't be billed going forward, and you'll retain access until the end of your current billing period.",cancel a recurring subscription,subscription_cancelled,reference
E0144,account_access,"Hi team, my account seems to have been suspended and I don't know why.","Hi Jordan, sorry for the trouble logging in. I've unlocked your account — please try logging in again, and use the 'Forgot Password' link if you'd like to set a new password.",resolve an issue accessing their account,access_restored_or_steps_provided,evaluation
E0160,account_access,"Hi, I can't log into my account anymore. It keeps saying my credentials are invalid. Can you help?","Hi Omar, sorry for the trouble logging in. I've unlocked your account — please try logging in again, and use the 'Forgot Password' link if you'd like to set a new password.",resolve an issue accessing their account,access_restored_or_steps_provided,reference
E0156,account_access,"Hi team, my account seems to have been suspended and I don't know why.","Hi Sofia, sorry for the trouble logging in. I've unlocked your account — please try logging in again, and use the 'Forgot Password' link if you'd like to set a new password.",resolve an issue accessing their account,access_restored_or_steps_provided,evaluation
E0173,password_reset,"Hello, I'd like to reset my password but I'm not receiving the reset link. What can I do?","Hello Maria, sorry about that. I've resent the password reset link to your registered email. If it doesn't show up shortly, I can reset it manually from our end.",request help resetting their password,steps_provided,reference
E0011,refund_request,"Hi team, I purchased a smart watch on January 26 (order ORD-40021) and would like to return it for a refund.","Hello Priya, I understand the frustration. I've processed a refund request for order ORD-40021. Please allow 5-7 business days for the funds to appear on your original payment method.",request a refund for a purchase,refund_initiated,reference
E0191,billing_issue,"Hi team, there seems to be a billing error on my account related to order ORD-53213.","Hello Jordan, I reviewed your billing history and found the discrepancy. I've corrected it on our end and you should see an updated statement within one billing cycle.",resolve a billing discrepancy,billing_corrected_or_explained,reference
E0375,address_change,"Hi team, please change the delivery address on my order ORD-99463.","Hello Aisha, good news — order ORD-99463 hadn't shipped yet, so I was able to update the address as requested.",update or correct a shipping address,address_updated,reference
E0351,technical_support,"Hi, my water bottle isn't connecting properly. I've tried restarting it but no luck. Can you help?","Hello Chloe, thanks for the details. This is usually caused by outdated firmware — could you update the water bottle's firmware through the companion app and try again?",get help with a technical problem using a product or service,troubleshooting_provided,reference
E0026,refund_request,"Hi, I'd like to request a refund for order ORD-77391. The running shoes I received doesn't work as expected. Can you help?","Hello Jordan, I understand the frustration. I've processed a refund request for order ORD-77391. Please allow 5-7 business days for the funds to appear on your original payment method.",request a refund for a purchase,refund_initiated,reference
E0122,cancellation,"Hi, I need to cancel order ORD-60196 before it ships. Is that still possible?","Hi Hana, I've cancelled order ORD-60196 for you. Since it hadn't shipped yet, no charges will be applied and any pending authorization will be released within a few business days.",cancel an order before it ships,order_cancelled,reference
E0170,password_reset,"Hello, I'd like to reset my password but I'm not receiving the reset link. What can I do?","Hello Wei, sorry about that. I've resent the password reset link to your registered email. If it doesn't show up shortly, I can reset it manually from our end.",request help resetting their password,steps_provided,reference
E0348,technical_support,"Hello, I'm having trouble setting up my office chair. The instructions don't seem to match what I'm seeing.","Hi Sofia, sorry for the trouble. Could you try resetting the office chair by holding the power button for 10 seconds, then reconnecting via Bluetooth? Let me know if that resolves it or if you'd like a video walkthrough.",get help with a technical problem using a product or service,troubleshooting_provided,reference
E0290,product_information,"Hi team, I have a few questions about the desk lamp before I order it.","Hello Maria, thanks for your interest in the desk lamp. It's available in multiple sizes and includes care instructions in the box. I'm happy to answer any other questions.",ask for more information about a product before purchasing,information_provided,reference
E0206,billing_issue,"Hi, I noticed a charge on my statement I don't recognize for order ORD-71925. Can you explain this?","Hi Noah, thanks for flagging this. I looked into order ORD-71925 and the $129.99 charge reflects the item price plus applicable tax. I've attached a breakdown for clarity — let me know if anything still looks off.",resolve a billing discrepancy,billing_corrected_or_explained,reference
E0074,delayed_delivery,"Hello, the notebook set I ordered (ORD-71261) is significantly delayed. Where is it?","Hello Wei, apologies for the inconvenience. Order ORD-71261 is currently delayed in transit. I've escalated this to our logistics team and will update you as soon as I have a new estimated delivery date.",report that a delivery is delayed and ask for an update,escalation_or_update,reference
E0207,billing_issue,"Hi team, there seems to be a billing error on my account related to order ORD-12490.","Hi Jordan, thanks for flagging this. I looked into order ORD-12490 and the $39.99 charge reflects the item price plus applicable tax. I've attached a breakdown for clarity — let me know if anything still looks off.",resolve a billing discrepancy,billing_corrected_or_explained,evaluation
E0316,complaint,"Hello, I want to formally complain about how my recent order (ORD-20357) was handled.","Hello Chloe, thank you for your patience and for letting us know. I've logged your feedback about order ORD-20357 and escalated it internally so we can prevent this going forward.",voice a general complaint about service or experience,acknowledged_and_escalated,reference
E0338,technical_support,"Hi team, the app keeps crashing when I try to pair it with my yoga mat.","Hi Aisha, sorry for the trouble. Could you try resetting the yoga mat by holding the power button for 10 seconds, then reconnecting via Bluetooth? Let me know if that resolves it or if you'd like a video walkthrough.",get help with a technical problem using a product or service,troubleshooting_provided,reference
E0020,refund_request,"Hello, I'm not happy with my recent purchase (ORD-57576). I'd like a full refund for the notebook set, please.","Hi Maria, thanks for reaching out. I'm sorry the notebook set didn't meet your expectations. I've initiated a refund for order ORD-57576; you should see the amount back in your account within 5-7 business days.",request a refund for a purchase,refund_initiated,reference
E0399,exchange_request,"Hello, the water bottle I received doesn't fit as expected. Can I exchange it for another size?","Hi Hana, of course! I've started an exchange for order ORD-98358 — a prepaid return label is on its way to your email, and we'll ship the replacement as soon as the original is on its way back to us.",exchange a purchased item for a different size or variant,exchange_initiated,reference
E0249,subscription_cancellation,"Hi team, how do I cancel my subscription before the next billing date?","Hi Maria, I've cancelled your subscription effective immediately. You won't be billed going forward, and you'll retain access until the end of your current billing period.",cancel a recurring subscription,subscription_cancelled,reference
E0197,billing_issue,"Hi team, there seems to be a billing error on my account related to order ORD-91006.","Hi Aisha, thanks for flagging this. I looked into order ORD-91006 and the $39.00 charge reflects the item price plus applicable tax. I've attached a breakdown for clarity — let me know if anything still looks off.",resolve a billing discrepancy,billing_corrected_or_explained,reference
E0392,exchange_request,"Hello, the desk lamp I received doesn't fit as expected. Can I exchange it for another size?","Hi Noah, of course! I've started an exchange for order ORD-20357 — a prepaid return label is on its way to your email, and we'll ship the replacement as soon as the original is on its way back to us.",exchange a purchased item for a different size or variant,exchange_initiated,reference
E0211,billing_issue,"Hi, I noticed a charge on my statement I don't recognize for order ORD-57265. Can you explain this?","Hi Grace, thanks for flagging this. I looked into order ORD-57265 and the $149.00 charge reflects the item price plus applicable tax. I've attached a breakdown for clarity — let me know if anything still looks off.",resolve a billing discrepancy,billing_corrected_or_explained,reference
E0366,address_change,"Hi, I need to update the shipping address for order ORD-92938 before it ships. Can you help?","Hello Ethan, good news — order ORD-92938 hadn't shipped yet, so I was able to update the address as requested.",update or correct a shipping address,address_updated,reference
E0356,address_change,"Hi team, please change the delivery address on my order ORD-25448.","Hi Aisha, I've updated the shipping address for order ORD-25448. Since it hasn't shipped yet, the new address will be used for delivery.",update or correct a shipping address,address_updated,evaluation
E0147,account_access,"Hi team, my account seems to have been suspended and I don't know why.","Hi Ravi, sorry for the trouble logging in. I've unlocked your account — please try logging in again, and use the 'Forgot Password' link if you'd like to set a new password.",resolve an issue accessing their account,access_restored_or_steps_provided,reference
E0304,complaint,"Hi team, I've had a frustrating experience with support regarding desk lamp and want this addressed.","Hi Chloe, I'm sorry to hear about your experience with order ORD-41369 — that falls short of what we aim for. I've escalated this to our support lead and will personally follow up to make sure it's resolved.",voice a general complaint about service or experience,acknowledged_and_escalated,evaluation
E0374,address_change,"Hi, I need to update the shipping address for order ORD-52318 before it ships. Can you help?","Hello Emma, good news — order ORD-52318 hadn't shipped yet, so I was able to update the address as requested.",update or correct a shipping address,address_updated,reference
E0055,delayed_delivery,"Hi team, order ORD-85574 is past its estimated delivery date. Can you look into this?","Hi Chloe, I'm sorry for the delay with order ORD-85574. I've checked with our shipping partner and it looks like there was a delay in transit. I've flagged this for priority handling and will follow up with an updated delivery date shortly.",report that a delivery is delayed and ask for an update,escalation_or_update,reference
E0052,order_status,"Hello, I'd like an update on order ORD-19099 for the air purifier. Is it still on track?","Hello Emma, I checked on order ORD-19099 for you — it's in our fulfillment queue and should ship within 1-2 business days.",check the current status of an order,status_provided,reference
E0299,complaint,"Hi, I'm really unhappy with the service I received regarding order ORD-28920. This isn't the experience I expected.","Hi Noah, I'm sorry to hear about your experience with order ORD-28920 — that falls short of what we aim for. I've escalated this to our support lead and will personally follow up to make sure it's resolved.",voice a general complaint about service or experience,acknowledged_and_escalated,reference
E0363,address_change,"Hi team, please change the delivery address on my order ORD-76952.","Hello Omar, good news — order ORD-76952 hadn't shipped yet, so I was able to update the address as requested.",update or correct a shipping address,address_updated,reference
E0291,product_information,"Hi, can you tell me more about the laptop stand? Specifically, I'd like to know about sizing and materials.","Hi Noah, happy to help! The laptop stand comes with a 1-year limited warranty and detailed specs are listed on the product page. Let me know if you have any other questions before ordering.",ask for more information about a product before purchasing,information_provided,reference
E0402,exchange_request,"Hi, I'd like to exchange the laptop stand from order ORD-75803 for a different size. How do I do that?","Hello Maria, happy to help with the exchange. I've arranged for a new laptop stand to be shipped and included a prepaid label for returning the original from order ORD-75803.",exchange a purchased item for a different size or variant,exchange_initiated,reference
E0077,delayed_delivery,"Hello, the backpack I ordered (ORD-20735) is significantly delayed. Where is it?","Hello Emma, apologies for the inconvenience. Order ORD-20735 is currently delayed in transit. I've escalated this to our logistics team and will update you as soon as I have a new estimated delivery date.",report that a delivery is delayed and ask for an update,escalation_or_update,reference
E0213,billing_issue,"Hi, I noticed a charge on my statement I don't recognize for order ORD-96127. Can you explain this?","Hello Lucas, I reviewed your billing history and found the discrepancy. I've corrected it on our end and you should see an updated statement within one billing cycle.",resolve a billing discrepancy,billing_corrected_or_explained,reference
E0058,delayed_delivery,"Hi team, order ORD-26683 is past its estimated delivery date. Can you look into this?","Hello Omar, apologies for the inconvenience. Order ORD-26683 is currently delayed in transit. I've escalated this to our logistics team and will update you as soon as I have a new estimated delivery date.",report that a delivery is delayed and ask for an update,escalation_or_update,reference
E0371,address_change,"Hi team, please change the delivery address on my order ORD-69243.","Hello Chloe, good news — order ORD-69243 hadn't shipped yet, so I was able to update the address as requested.",update or correct a shipping address,address_updated,reference
E0358,address_change,"Hello, I entered the wrong address on order ORD-93296. Can this be corrected?","Hi Liam, I've updated the shipping address for order ORD-93296. Since it hasn't shipped yet, the new address will be used for delivery.",update or correct a shipping address,address_updated,reference
E0301,complaint,"Hello, I want to formally complain about how my recent order (ORD-34966) was handled.","Hi Omar, I'm sorry to hear about your experience with order ORD-34966 — that falls short of what we aim for. I've escalated this to our support lead and will personally follow up to make sure it's resolved.",voice a general complaint about service or experience,acknowledged_and_escalated,reference
E0007,refund_request,"Hi team, I purchased a water bottle on February 2 (order ORD-35203) and would like to return it for a refund.","Hello Hana, I understand the frustration. I've processed a refund request for order ORD-35203. Please allow 5-7 business days for the funds to appear on your original payment method.",request a refund for a purchase,refund_initiated,reference
E0235,duplicate_charge,"Hi team, order ORD-66704 appears to have been billed twice by mistake.","Hi Sam, I'm sorry for the duplicate charge on order ORD-66704. I've confirmed it was billed twice in error and have refunded the extra charge; it should appear in 5-7 business days.",report being charged twice for the same order,duplicate_refunded,reference
E0267,subscription_cancellation,"Hi, I'd like to cancel my subscription. Please make sure I'm not billed again.","Hello Omar, your subscription has been cancelled as requested. No further charges will be made, and you'll receive a confirmation email shortly.",cancel a recurring subscription,subscription_cancelled,reference
E0142,account_access,"Hi, I can't log into my account anymore. It keeps saying my credentials are invalid. Can you help?","Hello Alex, I've reviewed your account and lifted the temporary lock caused by repeated login attempts. You should be able to sign in normally now.",resolve an issue accessing their account,access_restored_or_steps_provided,evaluation
E0167,password_reset,"Hello, I'd like to reset my password but I'm not receiving the reset link. What can I do?","Hi Ethan, I've manually triggered a password reset email to the address on file — please check your inbox and spam folder over the next few minutes. Let me know if it still doesn't arrive.",request help resetting their password,steps_provided,reference
E0283,product_information,"Hi, can you tell me more about the coffee grinder? Specifically, I'd like to know about sizing and materials.","Hi Hana, happy to help! The coffee grinder comes with a 1-year limited warranty and detailed specs are listed on the product page. Let me know if you have any other questions before ordering.",ask for more information about a product before purchasing,information_provided,reference
E0396,exchange_request,"Hi, I'd like to exchange the water bottle from order ORD-45227 for a different size. How do I do that?","Hello Sam, happy to help with the exchange. I've arranged for a new water bottle to be shipped and included a prepaid label for returning the original from order ORD-45227.",exchange a purchased item for a different size or variant,exchange_initiated,reference
E0285,product_information,"Hi, can you tell me more about the wireless headphones? Specifically, I'd like to know about sizing and materials.","Hello Sofia, thanks for your interest in the wireless headphones. It's available in multiple sizes and includes care instructions in the box. I'm happy to answer any other questions.",ask for more information about a product before purchasing,information_provided,reference
E0359,address_change,"Hello, I entered the wrong address on order ORD-34523. Can this be corrected?","Hello Sam, good news — order ORD-34523 hadn't shipped yet, so I was able to update the address as requested.",update or correct a shipping address,address_updated,evaluation
E0045,order_status,"Hi, can you tell me the status of my order ORD-67912? I placed it on December 14 and haven't heard anything.","Hello Wei, I checked on order ORD-67912 for you — it's in our fulfillment queue and should ship within 1-2 business days.",check the current status of an order,status_provided,evaluation
E0035,order_status,"Hi there, just checking in on order ORD-16572 placed August 17. Any updates?","Hello Priya, I checked on order ORD-16572 for you — it's in our fulfillment queue and should ship within 1-2 business days.",check the current status of an order,status_provided,reference
E0164,password_reset,"Hi team, how do I reset my account password? I tried the usual link with no luck.","Hi Ravi, I've manually triggered a password reset email to the address on file — please check your inbox and spam folder over the next few minutes. Let me know if it still doesn't arrive.",request help resetting their password,steps_provided,reference
E0133,cancellation,"Hi team, can you cancel order ORD-67898? I placed it by mistake.","Hi Jordan, I've cancelled order ORD-67898 for you. Since it hadn't shipped yet, no charges will be applied and any pending authorization will be released within a few business days.",cancel an order before it ships,order_cancelled,reference
E0305,complaint,"Hello, I want to formally complain about how my recent order (ORD-44283) was handled.","Hello Noah, thank you for your patience and for letting us know. I've logged your feedback about order ORD-44283 and escalated it internally so we can prevent this going forward.",voice a general complaint about service or experience,acknowledged_and_escalated,reference
